id,url,title,price,location,type,area,rooms,bedrooms,bathrooms,description,property_state,jardin,piscine,cuisine_equiped,terrasse,garage,ascenseur,quartier,status
7906226,https://www.mubawab.ma/fr/a/7906226/appartement-200-m%C2%B2-en-vente-en-plein-agdal,N/A,3500000,N/A,appartement,200,4,3,2,,N/A,Non,Non,Oui,Non,Oui,Oui,"Agdal à
							Rabat",success
7906599,https://www.mubawab.ma/fr/a/7906599/villa-zone-commerciale,N/A,11800000,N/A,villa,1020,3,3,2,,N/A,Oui,Non,Non,Non,Oui,Non,"Souissi à
							Rabat",success
7907188,https://www.mubawab.ma/fr/a/7907188/villa-en-vente-%C3%A0-ma-bella-rabat,N/A,2600000,N/A,villa,139,4,3,2,,N/A,Non,Non,Non,Non,Oui,Oui,"Aviation - Mabella à
							Rabat",success
7907580,https://www.mubawab.ma/fr/a/7907580/maison-%C3%A0-acheter-%C3%A0-temara-massira-1,N/A,2000000,N/A,maison,100,2,7,4,,10-20 ans,Non,Non,Oui,Oui,Oui,Non,"Guich Oudaya à
							Rabat",success
7908676,https://www.mubawab.ma/fr/a/7908676/vente-villa-neuve-%C3%A0-bon-prix,N/A,17000000,N/A,villa,2008,9,6,6,,Moins d'un an,Non,Non,Non,Non,Non,Non,"Souissi à
							Rabat",success
7909569,https://www.mubawab.ma/fr/a/7909569/vente-d-un-centre-de-formation-%C3%A8quip%C3%A9-en-plein-cen,N/A,550000,N/A,N/A,100,3,3,1,,10-20 ans,Non,Non,Non,Oui,Non,Non,"Hassan - Centre Ville à
							Rabat",success
7911616,https://www.mubawab.ma/fr/a/7911616/bel-appartement-plein-pied-%C3%A0-quartier-hassan,N/A,2775000,N/A,appartement,154,4,3,2,,20-30 ans,Non,Non,Non,Oui,Oui,Non,"Hassan - Centre Ville à
							Rabat",success
7911680,https://www.mubawab.ma/fr/a/7911680/riad-a-vendre-a-rabat,N/A,4000000,N/A,N/A,250,4,5,4,,20-30 ans,Non,Non,Non,Non,Non,Non,"Diour Jamaa à
							Rabat",success
7911848,https://www.mubawab.ma/fr/a/7911848/vente-appartement-rabat-%E2%80%A2-souissi,N/A,5800000,N/A,appartement,248,5,3,4,,N/A,Oui,Non,Non,Oui,Oui,Oui,"Souissi à
							Rabat",success
7911904,https://www.mubawab.ma/fr/a/7911904/location-2-chambres-et-2-salons-non-meubl%C3%A9e,N/A,N/A,N/A,N/A,120,4,2,2,,10-20 ans,Oui,Non,Oui,Oui,Oui,Oui,"Riyad à
							Rabat",success
7911923,https://www.mubawab.ma/fr/a/7911923/location-3800-dh-2-chambres-salon-non-meubl%C3%A9,N/A,N/A,N/A,N/A,70,3,2,2,,10-20 ans,Non,Non,Oui,Non,Non,Non,"Hay Al Kora à
							Rabat",success
7912883,https://www.mubawab.ma/fr/a/7912883/appartement-en-vente-%C3%A0-hay-el-menzah-surface-de-63-m%C2%B2-salon-marocain-et-antenne-parabolique,N/A,N/A,N/A,appartement,63,3,2,2,,5-10 ans,Non,Oui,Oui,Oui,Non,Non,"Hay El Menzah à
							Rabat",success
7913080,https://www.mubawab.ma/fr/a/7913080/villa-vue-sur-vall%C3%A9e-%C3%A0-vendre-%C3%A0-souissi,N/A,30000000,N/A,villa,2800,13,8,12,,10-20 ans,Oui,Non,Oui,Oui,Oui,Non,"Souissi à
							Rabat",success
7913260,https://www.mubawab.ma/fr/a/7913260/maison-r1,N/A,2080000,N/A,maison,152,3,1,2,,30-50 ans,Non,Non,Non,Non,Oui,Non,"Kébibat à
							Rabat",success
7913308,https://www.mubawab.ma/fr/a/7913308/appartement-87m2-avec-garage-a-mabella,N/A,1450000,N/A,appartement,87,3,2,2,,20-30 ans,Non,Non,Non,Non,Oui,Non,"Aviation - Mabella à
							Rabat",success
7913449,https://www.mubawab.ma/fr/a/7913449/appartement-duplex-a-vendre-165-m2,N/A,1800000,N/A,appartement,165,5,4,2,,N/A,Non,Non,Non,Oui,Oui,Non,"Hay Nahda à
							Rabat",success
7913683,https://www.mubawab.ma/fr/a/7913683/appartement-%C3%A0-vendre,N/A,750000,N/A,appartement,93,1,3,1,,N/A,Non,Non,Oui,Oui,Non,Oui,"Hay Nahda à
							Rabat",success
7914996,https://www.mubawab.ma/fr/a/7914996/appartement-%C3%A0-vendre-%C3%A0-l%E2%80%99agdal,N/A,3000000,N/A,appartement,165,5,3,3,,20-30 ans,Non,Non,Oui,Oui,Non,Oui,"Agdal à
							Rabat",success
7915123,https://www.mubawab.ma/fr/a/7915123/appartement-standing-3eme-%C3%A9tage,N/A,1500000,N/A,appartement,112,4,3,2,,10-20 ans,Non,Non,Non,Non,Non,Non,"Hay Al Fath à
							Rabat",success
7915348,https://www.mubawab.ma/fr/a/7915348/villa-luxueuse-comme-un-palais-au-quartier-souissi,N/A,65000000,N/A,villa,4100,10,6,6,,1-5 ans,Non,Non,Non,Non,Non,Non,"Quartier Des Ambassades à
							Rabat",success
7915448,https://www.mubawab.ma/fr/a/7915448/bel-appartement-%C3%A0-vendre-%C3%A0-riyad-surface-de-124-m%C2%B2-salon-typique-marocain-r%C3%A9sidence-s%C3%A9curis%C3%A9e,N/A,N/A,N/A,appartement,124,4,3,3,,5-10 ans,Non,Non,Oui,Oui,Oui,Oui,"Riyad à
							Rabat",success
7915584,https://www.mubawab.ma/fr/a/7915584/belle-villa-neuve-moderne-500m-hay-riad,N/A,N/A,N/A,villa,500,8,4,4,,N/A,Oui,Oui,Oui,Oui,Oui,Non,"Riyad à
							Rabat",success
7915950,https://www.mubawab.ma/fr/a/7915950/villa-%C3%A0-vendre-%C3%A0-souissi,N/A,11000000,N/A,villa,1700,9,6,5,,N/A,Oui,Oui,Non,Oui,Oui,Non,"Souissi à
							Rabat",success
7916129,https://www.mubawab.ma/fr/a/7916129/bel-appartement-140m-guich-oudaya-cgi,N/A,2500000,N/A,appartement,140,5,3,3,,N/A,Oui,Non,Non,Non,Oui,Oui,"Guich Oudaya à
							Rabat",success
7916330,https://www.mubawab.ma/fr/a/7916330/occasion-a-ne-pas-rater,N/A,780000,N/A,N/A,119,3,2,2,,10-20 ans,Non,Non,Non,Oui,Non,Non,"Hay Nahda à
							Rabat",success
7916873,https://www.mubawab.ma/fr/a/7916873/villa-%C3%A0-vendre-%C3%A0-souissi-bir-kacem,N/A,14000000,N/A,villa,1853,8,4,3,,1-5 ans,Oui,Oui,Non,Non,Oui,Non,"Souissi à
							Rabat",success
7917755,https://www.mubawab.ma/fr/a/7917755/bassatine-el-menzeh-charmante-villa-%C3%A0-vendre,N/A,5500000,N/A,villa,476,8,3,3,,N/A,Non,Non,Oui,Non,Non,Non,"Souissi à
							Rabat",success
7918687,https://www.mubawab.ma/fr/a/7918687/appartement-%C3%A0-vendre-%C3%A0-l-agdal-rabat,N/A,2400000,N/A,appartement,127,4,3,2,,N/A,Non,Non,Non,Non,Oui,Oui,"Agdal à
							Rabat",success
7918697,https://www.mubawab.ma/fr/a/7918697/bel-appartement-%C3%A0-vendre-%C3%A0-riyad-3-chambres-parking-et-ascenseur,N/A,3200000,N/A,appartement,127,4,3,2,,N/A,Non,Non,Non,Non,Oui,Oui,"Riyad à
							Rabat",success
7918843,https://www.mubawab.ma/fr/a/7918843/appartement-%C3%A0-vendre-%C3%A0-riyad-3-grandes-pi%C3%A8ces-avec-ascenseur-et-terrasse,N/A,3200000,N/A,appartement,142,3,3,3,,5-10 ans,Non,Non,Oui,Oui,Oui,Oui,"Riyad à
							Rabat",success
7919088,https://www.mubawab.ma/fr/a/7919088/appartement-%C3%A0-vendre-122-m%C2%B2-%C3%A0-rabat-hassan,N/A,2400000,N/A,appartement,122,2,2,2,,10-20 ans,Non,Non,Non,Oui,Oui,Oui,"Quartier Administratif à
							Rabat",success
7919128,https://www.mubawab.ma/fr/a/7919128/appartement-%C3%A0-vendre-%C3%A0-hay-riad,N/A,2200000,N/A,appartement,95,4,2,2,,10-20 ans,Non,Non,Oui,Non,Non,Non,"Riyad à
							Rabat",success
7919738,https://www.mubawab.ma/fr/a/7919738/appartement-en-vente-%C3%A0-hay-el-fath-3-pi%C3%A8ces-salon-traditionnel-antenne-parabolique-g%C3%A9n%C3%A9ral-e-ne,N/A,850000,N/A,appartement,60,3,2,2,,N/A,Non,Non,Oui,Non,Non,Non,"Hay Al Fath à
							Rabat",success
7919770,https://www.mubawab.ma/fr/a/7919770/appartement-10-min-a-hay-ryad,N/A,1060000,N/A,appartement,78,2,2,1,,20-30 ans,Non,Non,Non,Non,Non,Non,"Hay Al Massira à
							Rabat",success
7921074,https://www.mubawab.ma/fr/a/7921074/appartement-en-vente-%C3%A0-souissi-4-chambres-ascenseur-et-terrasse,N/A,5800000,N/A,appartement,240,5,4,4,,1-5 ans,Oui,Non,Oui,Oui,Oui,Oui,"Souissi à
							Rabat",success
7921116,https://www.mubawab.ma/fr/a/7921116/appartement-de-luxe-%C3%A0-rabat,N/A,20000,N/A,appartement,247,11,3,3,,Moins d'un an,Non,Non,Oui,Oui,Oui,Oui,"Riyad à
							Rabat",success
7921348,https://www.mubawab.ma/fr/a/7921348/appartement-4-pi%C3%A8ces-en-vente-%C3%A0-hau-riad-rabat,N/A,3500000,N/A,appartement,175,4,3,2,,N/A,Oui,Oui,Oui,Oui,Oui,Oui,"Riyad à
							Rabat",success
7921858,https://www.mubawab.ma/fr/a/7921858/villa-%C3%A0-vendre-%C3%A0-souissi,N/A,17000000,N/A,villa,2500,9,5,8,,N/A,Oui,Oui,Oui,Oui,Oui,Non,"Souissi à
							Rabat",success
7922103,https://www.mubawab.ma/fr/a/7922103/tr%C3%A8s-bel-appartement-%C3%A0-vendre,N/A,3300000,N/A,appartement,170,5,3,3,,30-50 ans,Non,Non,Non,Non,Oui,Oui,"Haut Agdal à
							Rabat",success
7922393,https://www.mubawab.ma/fr/a/7922393/appartement-de-84m%C2%B2-%C3%A0-vendre-%C3%A0-hay-nahda-rabat,N/A,740000,N/A,appartement,84,4,3,1,,10-20 ans,Non,Non,Non,Non,Non,Non,"Hay Nahda à
							Rabat",success
7922488,https://www.mubawab.ma/fr/a/7922488/appartement-%C3%A0-vendre-%C3%A0-quartier-hassan-superficie-100m%C2%B2-ext%C3%A9rieur-plus-88-m%C2%B2-de-terrasse-m%C2%B2-chemin%C3%A9e-et-climatisation,N/A,2880000,N/A,appartement,188,3,3,2,,5-10 ans,Non,Non,Oui,Oui,Oui,Oui,"Quartier Administratif à
							Rabat",success
7923231,https://www.mubawab.ma/fr/a/7923231/villa-%C3%A0-vendre-%C3%A0-hay-riad,N/A,7200000,N/A,villa,583,8,5,3,,N/A,Oui,Non,Oui,Oui,Oui,Non,"Riyad à
							Rabat",success
7924124,https://www.mubawab.ma/fr/a/7924124/vente-villa-rabat-hay-riad,N/A,7200000,N/A,villa,550,9,5,3,,N/A,Oui,Non,Non,Oui,Oui,Non,"Riyad à
							Rabat",success
7924189,https://www.mubawab.ma/fr/a/7924189/magnifique-mini-palais-%C3%A0-vendre-sur-souissi,N/A,30000000,N/A,N/A,5400,13,7,5,,10-20 ans,Oui,Oui,Non,Oui,Oui,Non,"Souissi à
							Rabat",success
7924224,https://www.mubawab.ma/fr/a/7924224/maison-d-h%C3%B4tes-%C3%A0-vendre-au-c%C5%93ur-de-rabat,N/A,5800000,N/A,maison,540,7,7,7,,10-20 ans,Non,Non,Oui,Oui,Oui,Non,"L'Ocean à
							Rabat",success
7924225,https://www.mubawab.ma/fr/a/7924225/vente-villa-retap%C3%A9e-%C3%A0-neuf-souissi,N/A,16000000,N/A,villa,1900,9,6,6,,10-20 ans,Oui,Oui,Non,Oui,Oui,Non,"Souissi à
							Rabat",success
7924931,https://www.mubawab.ma/fr/a/7924931/villa-%C3%A0-vendre-sur-souissi,N/A,16000000,N/A,villa,1437,8,5,3,,5-10 ans,Oui,Oui,Non,Oui,Oui,Non,"Souissi à
							Rabat",success
7924958,https://www.mubawab.ma/fr/a/7924958/maison-%C3%A0-vendre-%C3%A0-hay-el-manzeh-cym,N/A,2900000,N/A,maison,191,6,4,2,,20-30 ans,Oui,Non,Non,Non,Non,Non,"Hay El Menzah à
							Rabat",success
7925063,https://www.mubawab.ma/fr/a/7925063/appartement-%C3%A0-vendre-avec-une-grande-terrasse,N/A,3500000,N/A,appartement,256,4,3,2,,10-20 ans,Oui,Non,Non,Oui,Oui,Oui,"Agdal à
							Rabat",success
7925246,https://www.mubawab.ma/fr/a/7925246/bel-appartement-%C3%A0-vendre,N/A,1300000,N/A,appartement,100,4,2,1,,20-30 ans,Oui,Non,Non,Oui,Oui,Oui,"Hay Nahda à
							Rabat",success
7925447,https://www.mubawab.ma/fr/a/7925447/riyad-traditionnel-avec-jeliz-fassi,N/A,2200000,N/A,N/A,140,7,5,3,,70-100 ans,Non,Non,Non,Non,Non,Non,"Médina à
							Rabat",success
7926143,https://www.mubawab.ma/fr/a/7926143/tres-beau-duplex-direct-propri%C3%A9taire,N/A,1900000,N/A,N/A,164,6,4,2,,20-30 ans,Non,Non,Oui,Oui,Oui,Non,"Hay Nahda à
							Rabat",success
7926958,https://www.mubawab.ma/fr/a/7926958/appt-ht-standing-1s-2chac-neuf,N/A,1300000,N/A,N/A,160,3,3,1,,1-5 ans,Non,Non,Oui,Oui,Oui,Oui,"L'Ocean à
							Rabat",success
7928185,https://www.mubawab.ma/fr/a/7928185/apt-bien-situ%C3%A9-%C3%A0-agdal,N/A,2500000,N/A,N/A,137,4,3,2,,N/A,Non,Non,Non,Oui,Oui,Oui,"Agdal à
							Rabat",success
7928465,https://www.mubawab.ma/fr/a/7928465/appartement-125-m%C2%B2-%C3%A0-vendre-rabat-avenue-hassan2,N/A,2100000,N/A,appartement,125,1,3,2,,10-20 ans,Non,Non,Non,Non,Oui,Oui,"Agdal à
							Rabat",success
7928551,https://www.mubawab.ma/fr/a/7928551/superbe-appartement-%C3%A0-vendre-%C3%A0-l-ocean-4-chambres-meubl%C3%A9,N/A,N/A,N/A,appartement,144,5,4,2,,N/A,Non,Non,Non,Non,Oui,Non,"L'Ocean à
							Rabat",success
7929390,https://www.mubawab.ma/fr/a/7929390/appartement-%C3%A0-l-achat-%C3%A0-bouznika-bay-plage-de-130-m%C2%B2-garage-et-jardin,N/A,2600000,N/A,appartement,130,4,3,2,,N/A,Oui,Oui,Oui,Oui,Oui,Non,"Riyad à
							Rabat",success
7930861,https://www.mubawab.ma/fr/a/7930861/apt-%C3%A0-vendre-%C3%A0-hassan-centre-ville-1-salon-2-chambres,N/A,850000,N/A,N/A,70,3,3,2,,20-30 ans,Non,Non,Non,Non,Non,Non,"Hassan - Centre Ville à
							Rabat",success
7931405,https://www.mubawab.ma/fr/a/7931405/appartement-%C3%A0-guich-oudaya-t%C3%A9mara,N/A,1200000,N/A,appartement,98,2,2,2,,10-20 ans,Non,Non,Oui,Oui,Non,Non,"Guich Oudaya à
							Rabat",success
7931863,https://www.mubawab.ma/fr/a/7931863/belle-villa-jumel%C3%A9e-corniche-hay-el-fath-rabat,N/A,4500000,N/A,villa,213,5,3,3,,10-20 ans,Oui,Non,Oui,Oui,Non,Non,"Hay Al Fath à
							Rabat",success
7932011,https://www.mubawab.ma/fr/a/7932011/appartement-de-haut-standing-%C3%A0-vendre-avec-une-belle-terrasse,N/A,4000000,N/A,appartement,250,5,3,2,,N/A,Oui,Non,Non,Oui,Oui,Oui,"Riyad à
							Rabat",success
7932907,https://www.mubawab.ma/fr/a/7932907/jolie-villa-%C3%A0-vendre-%C3%A0-souissi,N/A,26000000,N/A,villa,2278,8,5,6,,1-5 ans,Oui,Oui,Oui,Oui,Oui,Non,"Souissi à
							Rabat",success
7933021,https://www.mubawab.ma/fr/a/7933021/magnifique-appart-%C3%A0-vendre-en-rez-de-jardin,N/A,2050000,N/A,N/A,112,4,3,2,,1-5 ans,Oui,Oui,Oui,Oui,Oui,Oui,"Souissi à
							Rabat",success
7933802,https://www.mubawab.ma/fr/a/7933802/villa-moderne-et-luxueuse-%C3%A0-vendre-av-princesses,N/A,45000000,N/A,villa,3950,8,7,8,,N/A,Oui,Oui,Oui,Oui,Oui,Non,"Souissi à
							Rabat",success
7933804,https://www.mubawab.ma/fr/a/7933804/villa-commerciale-%C3%A0-vendre-%C3%A0-agdal,N/A,6300000,N/A,villa,210,4,3,3,,N/A,Oui,Non,Non,Oui,Non,Non,"Agdal à
							Rabat",success
7933946,https://www.mubawab.ma/fr/a/7933946/magnifique-villa-de-luxe-%C3%A0-vendre,N/A,30000000,N/A,villa,2187,12,6,7,,N/A,Oui,Oui,Non,Oui,Oui,Non,"Souissi à
							Rabat",success
7934041,https://www.mubawab.ma/fr/a/7934041/joli-appartement-a-vendre,N/A,450000,N/A,appartement,60,3,3,1,,N/A,Non,Non,Non,Non,Non,Non,"Al Kamra à
							Rabat",success
7934905,https://www.mubawab.ma/fr/a/7934905/penthouse-%C3%A0-vendre-en-haut-d-agdal,N/A,7000000,N/A,N/A,360,6,4,3,,N/A,Non,Non,Non,Oui,Oui,Oui,"Agdal à
							Rabat",success
7935349,https://www.mubawab.ma/fr/a/7935349/magnifique-villa-%C3%A0-vendre-%C3%A0-route-zear,N/A,7200000,N/A,villa,533,3,5,5,,Moins d'un an,Oui,Oui,Oui,Oui,Oui,Oui,"Hay El Menzah à
							Rabat",success
7935661,https://www.mubawab.ma/fr/a/7935661/appartement-neuf-dans-une-r%C3%A9sidence-ferm%C3%A9e,N/A,4500000,N/A,appartement,202,5,3,2,,N/A,Oui,Non,Non,Oui,Oui,Oui,Rabat,success
7935870,https://www.mubawab.ma/fr/a/7935870/charmante-villa-%C3%A0-vendre-%C3%A0-r%C3%A9nov%C3%A9,N/A,6500000,N/A,villa,365,8,6,3,,N/A,Oui,Non,Non,Oui,Oui,Non,"Riyad à
							Rabat",success
7936371,https://www.mubawab.ma/fr/a/7936371/bel-appartement-%C3%A0-vendre-%C3%A0-hay-nahda-superficie-77-m%C2%B2-belle-terrasse-et-jardin,N/A,960000,N/A,appartement,77,3,2,1,,10-20 ans,Oui,Non,Non,Oui,Non,Non,"Hay Nahda à
							Rabat",success
7936533,https://www.mubawab.ma/fr/a/7936533/appartement-neuf-%C3%A0-vendre-202-m%C2%B2-hay-riad,N/A,4500000,N/A,appartement,202,6,4,3,,Moins d'un an,Oui,Non,Oui,Oui,Oui,Oui,"Riyad à
							Rabat",success
7937503,https://www.mubawab.ma/fr/a/7937503/appartement-%C3%A0-vendre-de-118-0-m%C2%B2-%C3%A0-rabat-hay-al-massira,N/A,1850000,N/A,appartement,118,5,3,3,,N/A,Non,Non,Non,Non,Oui,Non,"Hay Al Massira à
							Rabat",success
7938198,https://www.mubawab.ma/fr/a/7938198/villa-%C3%A0-vendre-mabella,N/A,5800000,N/A,villa,628,10,6,4,,N/A,Oui,Non,Non,Oui,Oui,Non,"Aviation - Mabella à
							Rabat",success
7938207,https://www.mubawab.ma/fr/a/7938207/maison-a-l%E2%80%99ancienne-medina-de-rabat,N/A,2600000,N/A,maison,200,6,4,1,,30-50 ans,Non,Non,Non,Oui,Non,Non,"Médina à
							Rabat",success
7938378,https://www.mubawab.ma/fr/a/7938378/maison-r3-al-kamra,N/A,1800000,N/A,maison,45,8,6,4,,N/A,Non,Non,Non,Oui,Non,Non,"Al Kamra à
							Rabat",success
7938415,https://www.mubawab.ma/fr/a/7938415/appartement-haut-standing-%C3%A0-l-aviation,N/A,1720000,N/A,appartement,110,4,2,2,,5-10 ans,Non,Non,Oui,Non,Oui,Oui,"Aviation - Mabella à
							Rabat",success
7938788,https://www.mubawab.ma/fr/a/7938788/appt-parfait-pour-cabinet-m%C3%A9dical-a-agdal,N/A,2500000,N/A,N/A,131,1,4,2,,N/A,Non,Non,Non,Non,Non,Non,"Agdal à
							Rabat",success
7939181,https://www.mubawab.ma/fr/a/7939181/joli-appart-salon-1-chambre,N/A,1057500,N/A,N/A,55,1,1,2,,N/A,Non,Non,Oui,Non,Oui,Oui,"Aviation - Mabella à
							Rabat",success
7939602,https://www.mubawab.ma/fr/a/7939602/belle-villa-aux-ambassadeurs-souissi,N/A,40000000,N/A,villa,3600,5,5,3,,5-10 ans,Oui,Oui,Oui,Oui,Oui,Oui,"Quartier Des Ambassades à
							Rabat",success
7940344,https://www.mubawab.ma/fr/a/7940344/belle-villa-%C3%A0-vendre,N/A,5500000,N/A,villa,280,12,4,4,,10-20 ans,Oui,Non,Oui,Oui,Oui,Non,"Aviation - Mabella à
							Rabat",success
7941361,https://www.mubawab.ma/fr/a/7941361/villa-%C3%A0-vendre-%C3%A0-hay-riad-rabat,N/A,7500000,N/A,villa,673,6,6,3,,20-30 ans,Oui,Non,Non,Oui,Oui,Non,"Riyad à
							Rabat",success
7941843,https://www.mubawab.ma/fr/a/7941843/magnifique-villa-%C3%A0-vendre-%C3%A0-hay-riad,N/A,9300000,N/A,villa,580,9,7,6,,5-10 ans,Oui,Oui,Oui,Oui,Oui,Non,"Riyad à
							Rabat",success
7943043,https://www.mubawab.ma/fr/a/7943043/immeuble-r2-%C3%A0-vendre-%C3%A0-hay-nahda,N/A,N/A,N/A,N/A,140,9,6,3,,1-5 ans,Non,Non,Non,Oui,Non,Non,"Hay Nahda à
							Rabat",success
7943328,https://www.mubawab.ma/fr/a/7943328/belle-villa-moderne-neuve-bir-kacem,N/A,N/A,N/A,villa,1800,9,4,4,,N/A,Oui,Oui,Non,Oui,Oui,Non,"Souissi à
							Rabat",success
7944494,https://www.mubawab.ma/fr/a/7944494/particulier-vend-bel-appartement-moderne-tr%C3%A8s-bien,N/A,2600000,N/A,appartement,140,6,4,3,,20-30 ans,Oui,Non,Oui,Non,Oui,Oui,"Riyad à
							Rabat",success
7944583,https://www.mubawab.ma/fr/a/7944583/villa-prestigieuse-%C3%A0-vendre-%C3%A0-hay-riad-761m2,N/A,N/A,N/A,villa,761,12,6,4,,20-30 ans,Oui,Non,Oui,Oui,Oui,Non,"Riyad à
							Rabat",success
7945744,https://www.mubawab.ma/fr/a/7945744/garceniere-a-vendu-avenue-madaghachkar-rabat,N/A,N/A,N/A,N/A,46,2,2,1,,10-20 ans,Non,Non,Oui,Oui,Non,Oui,"Diour Jamaa à
							Rabat",success
7945888,https://www.mubawab.ma/fr/a/7945888/villa-%C3%A0-vendre-de-490-0-m%C2%B2-%C3%A0-rabat-riyad-extension,N/A,7600000,N/A,villa,490,10,7,6,,N/A,Oui,Non,Non,Non,Oui,Non,"Riyad Extension à
							Rabat",success
7946553,https://www.mubawab.ma/fr/a/7946553/appartement-140m2-agdal-rabat,N/A,24000,N/A,appartement,140,5,3,3,,30-50 ans,Non,Non,Non,Non,Oui,Oui,"Agdal à
							Rabat",success
7948341,https://www.mubawab.ma/fr/a/7948341/vente-villa-rabat-hassan,N/A,5950000,N/A,villa,574,4,3,2,,10-20 ans,Oui,Non,Non,Non,Oui,Non,"Hassan - Centre Ville à
							Rabat",success
7948684,https://www.mubawab.ma/fr/a/7948684/appartement-%C3%A0-l-achat-%C3%A0-guich-oudaya-superficie-120-m%C2%B2-parabole-,N/A,1170000,N/A,appartement,120,1,3,3,,10-20 ans,Oui,Non,Oui,Non,Non,Non,"Guich Oudaya à
							Rabat",success
7951366,https://www.mubawab.ma/fr/a/7951366/villa-de-luxe-%C3%A0-vendre-%C3%A0-riyad-7-chambres-agr%C3%A9ables,N/A,9400000,N/A,villa,1200,10,7,6,,10-20 ans,Oui,Oui,Oui,Oui,Oui,Non,"Riyad à
							Rabat",success
7951650,https://www.mubawab.ma/fr/a/7951650/prestigia-impeccable-appartement-%C3%A0-vendre,N/A,2450000,N/A,appartement,91,3,2,2,,N/A,Non,Non,Oui,Non,Oui,Oui,"Riyad à
							Rabat",success
7952205,https://www.mubawab.ma/fr/a/7952205/appartement-a-vendre-a-rabat-route-zear,N/A,1820000,N/A,appartement,112,4,3,2,,Moins d'un an,Oui,Non,Oui,Oui,Oui,Oui,"Hay El Menzah à
							Rabat",success
7952353,https://www.mubawab.ma/fr/a/7952353/appartement-haut-standing-190m2-%C3%A0-l-orangeraie-souissi,N/A,5300000,N/A,appartement,190,5,3,3,,5-10 ans,Oui,Non,Oui,Oui,Oui,Oui,"Souissi à
							Rabat",success
7953299,https://www.mubawab.ma/fr/a/7953299/maison-%C3%A0-l-achat-%C3%A0-al-kouass-10-belles-chambres-parking-priv%C3%A9,N/A,3500000,N/A,maison,124,7,7,4,,30-50 ans,Non,Non,Oui,Non,Oui,Non,"Al Kouass à
							Rabat",success
7953612,https://www.mubawab.ma/fr/a/7953612/tr%C3%A8s-belle-appartement-%C3%A0-vendre-situ%C3%A9-au-dessus-du-c%C3%A9l%C3%A8bre-resto-%C2%AB%C2%A0panda%C2%A0%C2%BB-avec-une-tr%C3%A8s-belle-vue,N/A,N/A,N/A,appartement,127,5,3,3,,10-20 ans,Non,Non,Oui,Oui,Oui,Oui,"Riyad à
							Rabat",success
7954403,https://www.mubawab.ma/fr/a/7954403/maison-a-vendre-%C3%A0-t%C3%A9mara-hay-massira-rue-tantan,N/A,N/A,N/A,maison,64,4,6,3,,N/A,Non,Non,Non,Oui,Non,Non,"Guich Oudaya à
							Rabat",success
7954847,https://www.mubawab.ma/fr/a/7954847/appartement-%C3%A0-vendre-de-271-0-m%C2%B2-%C3%A0-rabat-riyad,N/A,6400000,N/A,appartement,271,5,3,5,,N/A,Non,Non,Non,Oui,Oui,Oui,"Riyad à
							Rabat",success
7955627,https://www.mubawab.ma/fr/a/7955627/belle-maison-a-vendre,N/A,1400000,N/A,maison,52,2,4,3,,20-30 ans,Oui,Non,Non,Non,Non,Non,"Al Kamra à
							Rabat",success
7956196,https://www.mubawab.ma/fr/a/7956196/tr%C3%A8s-belle-villa-%C3%A0-vendre-%C3%A0-hay-riad-rabat,N/A,9600000,N/A,villa,928,8,5,4,,10-20 ans,Oui,Non,Oui,Oui,Oui,Non,"Riyad à
							Rabat",success
7956528,https://www.mubawab.ma/fr/a/7956528/apprt-de-100-m2-a-vendre-sur-hassan-a-renover,N/A,1700000,N/A,N/A,100,3,1,1,,30-50 ans,Non,Non,Non,Non,Non,Oui,"Hassan - Centre Ville à
							Rabat",success
7957052,https://www.mubawab.ma/fr/a/7957052/maison-r2-sur-rabat-cym,N/A,1600000,N/A,maison,76,6,6,3,,30-50 ans,Oui,Non,Non,Non,Non,Non,"Hay Bouhlal à
							Rabat",success
7957293,https://www.mubawab.ma/fr/a/7957293/villa-%C3%A0-vendre-de-1781-0-m%C2%B2-%C3%A0-rabat-menzah-rabat,N/A,19100000,N/A,villa,1781,8,5,12,,N/A,Oui,Oui,Non,Oui,Oui,Non,"Quartier Des Ambassades à
							Rabat",success
7958079,https://www.mubawab.ma/fr/a/7958079/villa-%C3%A0-vendre-de-514-0-m%C2%B2-%C3%A0-rabat-haut-agdal,N/A,11000000,N/A,villa,514,8,5,4,,N/A,Oui,Non,Non,Oui,Oui,Non,"Haut Agdal à
							Rabat",success
7958407,https://www.mubawab.ma/fr/a/7958407/appartement-duplex-%C3%A0-vendre-massira-karakchou-rabat,N/A,2000000,N/A,appartement,120,6,4,2,,10-20 ans,Oui,Non,Non,Oui,Oui,Non,"Hay Al Massira à
							Rabat",success
7958426,https://www.mubawab.ma/fr/a/7958426/appartement-%C3%A0-vendre-%C3%A0-hay-riad,N/A,N/A,N/A,appartement,259,5,3,3,,N/A,Non,Non,Non,Oui,Oui,Oui,"Riyad à
							Rabat",success
7959385,https://www.mubawab.ma/fr/a/7959385/appartement-a-vendre,N/A,1400000,N/A,appartement,95,1,3,1,,30-50 ans,Non,Non,Non,Non,Non,Non,"Hassan - Centre Ville à
							Rabat",success
