type,area,property_state,rooms,bedrooms,bathrooms,jardin,piscine,cuisine_equiped,terrasse,garage,quartier,price_de_m2,price
appartement,124.0,1-5 ans,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,Riyad,20967.74193548387,2600000.0
appartement,119.0,5-10 ans,7.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,Hassan - Centre Ville,22689.0756302521,2700000.0
villa,1900.0,,10.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,Souissi,10526.315789473685,20000000.0
villa,1900.0,,10.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,Souissi,10526.315789473685,20000000.0
appartement,117.0,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,Hassan - Centre Ville,15811.965811965812,1850000.0
appartement,166.0,5-10 ans,5.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Souissi,22891.566265060243,3800000.0
appartement,74.0,,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Hay Al Amal,10135.135135135135,750000.0
villa,300.0,,7.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,Riyad,18333.333333333332,5500000.0
appartement,142.0,30-50 ans,5.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,Riyad,16197.18309859155,2300000.0
appartement,113.0,,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,Agdal,18584.070796460175,2100000.0
maison,360.0,20-30 ans,6.0,7.0,3.0,0.0,0.0,0.0,1.0,1.0,Hay El Menzah,11111.111111111111,4000000.0
villa,2300.0,1-5 ans,8.0,5.0,7.0,1.0,1.0,0.0,1.0,1.0,Quartier Des Ambassades,16521.739130434784,38000000.0
appartement,176.0,5-10 ans,6.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,Riyad,23863.636363636364,4200000.0
appartement,80.0,30-50 ans,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Hay Al Massira,12000.0,960000.0
villa,550.0,,7.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,Agdal,17272.727272727272,9500000.0
appartement,180.0,,4.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,Agdal,21944.444444444445,3950000.0
appartement,71.0,1-5 ans,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Guich Oudaya,16197.18309859155,1150000.0
villa,2000.0,10-20 ans,8.0,5.0,6.0,1.0,1.0,0.0,1.0,1.0,Souissi,7000.0,14000000.0
villa,960.0,Moins d'un an,8.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,Souissi,8750.0,8400000.0
villa,500.0,30-50 ans,4.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,Riyad,18200.0,9100000.0
villa,300.0,20-30 ans,3.0,5.0,3.0,1.0,0.0,0.0,1.0,1.0,Riyad,36666.666666666664,11000000.0
appartement,230.0,10-20 ans,6.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,Riyad,20000.0,4600000.0
appartement,170.0,5-10 ans,4.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,Riyad,19411.764705882353,3300000.0
appartement,192.0,,5.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,Riyad,18229.166666666668,3500000.0
appartement,192.0,,5.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,Riyad,18229.166666666668,3500000.0
appartement,178.0,,6.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,Riyad,24719.101123595505,4400000.0
,289.0,5-10 ans,3.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,Souissi,19031.14186851211,5500000.0
appartement,60.0,Moins d'un an,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Hay Ach-chbanat,36666.666666666664,2200000.0
appartement,300.0,,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,Hassan - Centre Ville,666666.6666666666,200000000.0
villa,1040.0,,8.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,Souissi,8653.846153846154,9000000.0
villa,1040.0,,8.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,Souissi,8653.846153846154,9000000.0
villa,1400.0,10-20 ans,13.0,8.0,8.0,1.0,0.0,0.0,1.0,1.0,Souissi,21428.571428571428,30000000.0
villa,760.0,1-5 ans,9.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,Riyad,12894.736842105263,9800000.0
villa,300.0,5-10 ans,3.0,4.0,6.0,1.0,1.0,0.0,1.0,1.0,Quartier Des Ambassades,63333.333333333336,19000000.0
villa,1250.0,1-5 ans,9.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,Souissi,20000.0,25000000.0
appartement,95.0,,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,Riyad,24736.842105263157,2350000.0
appartement,111.0,,4.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,Agdal,25225.225225225226,2800000.0
villa,1073.0,,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,Souissi,8387.698042870457,9000000.0
appartement,115.0,,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Riyad,24347.82608695652,2800000.0
appartement,152.0,5-10 ans,4.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,Souissi,31250.0,4750000.0
,280.0,Plus de 100 ans,11.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,Médina,9285.714285714286,2600000.0
villa,440.0,20-30 ans,15.0,10.0,6.0,1.0,0.0,1.0,1.0,1.0,Hay Al Fath,14772.727272727272,6500000.0
appartement,215.0,5-10 ans,6.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,Souissi,20930.232558139534,4500000.0
appartement,71.0,1-5 ans,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,L'Ocean,18309.859154929578,1300000.0
villa,1166.0,1-5 ans,4.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,Souissi,14150.943396226416,16500000.0
,197.0,,4.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,Agdal,18020.304568527918,3550000.0
villa,1762.0,,6.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,Souissi,6469.920544835414,11400000.0
villa,1762.0,,6.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,Souissi,6469.920544835414,11400000.0
appartement,97.0,10-20 ans,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,Agdal,12164.948453608247,1180000.0
appartement,150.0,10-20 ans,4.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,Guich Oudaya,11333.333333333334,1700000.0
,60.0,10-20 ans,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,Guich Oudaya,14750.0,885000.0
appartement,140.0,,5.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,Hay Ach-chbanat,17857.14285714286,2500000.0
appartement,60.0,1-5 ans,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Hay Ach-chbanat,36666670000.0,2200000200000.0
appartement,73.0,1-5 ans,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,Souissi,34931.50684931507,2550000.0
villa,1910.0,20-30 ans,7.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,Souissi,6544.502617801048,12500000.0
appartement,111.0,Moins d'un an,6.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Les Orangers,180.18018018018017,20000.0
,140.0,10-20 ans,6.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,Hay Al Kora,17500.0,2450000.0
villa,260.0,,7.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Riyad,73.07692307692308,19000.0
appartement,222.0,,4.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,Souissi,25225.225225225226,5600000.0
appartement,172.0,,5.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Riyad,24418.60465116279,4200000.0
villa,2000.0,,7.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,Souissi,6000.0,12000000.0
villa,2000.0,,7.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,Souissi,6000.0,12000000.0
appartement,176.0,,5.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Riyad,23863.636363636364,4200000.0
villa,1900.0,,10.0,5.0,5.0,1.0,1.0,0.0,1.0,1.0,Souissi,8684.21052631579,16500000.0
villa,1228.0,5-10 ans,8.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,Souissi,22801.302931596092,28000000.0
appartement,230.0,,6.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,Riyad,21739.130434782608,5000000.0
appartement,175.0,,5.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,Agdal,13428.57142857143,2350000.0
appartement,137.0,30-50 ans,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Les Orangers,11678.83211678832,1600000.0
villa,2000.0,,9.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,Souissi,15000.0,30000000.0
villa,2000.0,,9.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,Souissi,15000.0,30000000.0
villa,1000.0,,9.0,7.0,6.0,1.0,1.0,0.0,1.0,0.0,Hay El Menzah,9500.0,9500000.0
appartement,101.0,10-20 ans,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,Kébibat,11881.18811881188,1200000.0
villa,2500.0,,8.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,Souissi,11200.0,28000000.0
villa,2500.0,,8.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,Souissi,11200.0,28000000.0
villa,1770.0,10-20 ans,9.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,Souissi,7344.632768361582,13000000.0
appartement,49.0,1-5 ans,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Guich Oudaya,14489.795918367347,710000.0
,244.0,,11.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,Hassan - Centre Ville,23770.491803278688,5800000.0
,103.0,1-5 ans,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,Riyad,23786.40776699029,2450000.0
maison,400.0,,3.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,Hay Nahda,11500.0,4600000.0
appartement,178.0,5-10 ans,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Souissi,16853.932584269663,3000000.0
appartement,112.0,Moins d'un an,4.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,Riyad,20535.714285714286,2300000.0
appartement,150.0,5-10 ans,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,Guich Oudaya,11000.0,1650000.0
villa,1700.0,,9.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,Souissi,7941.176470588235,13500000.0
villa,441.0,,1.0,8.0,8.0,1.0,0.0,1.0,1.0,1.0,Guich Oudaya,10884.3537414966,4800000.0
villa,400.0,,10.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,Aviation - Mabella,21250.0,8500000.0
appartement,110.0,,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,Hassan - Centre Ville,21818.18181818182,2400000.0
appartement,155.0,10-20 ans,4.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,Haut Agdal,21935.483870967742,3400000.0
appartement,60.0,10-20 ans,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Hay Nahda,8833.333333333334,530000.0
villa,1800.0,,4.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,Souissi,11111.111111111111,20000000.0
appartement,109.0,,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,Guich Oudaya,14220.183486238531,1550000.0
villa,334.0,10-20 ans,6.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,Guich Oudaya,13772.45508982036,4600000.0
appartement,87.0,1-5 ans,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,L'Ocean,20689.655172413793,1800000.0
,175.0,20-30 ans,6.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,Hassan - Centre Ville,17714.285714285714,3100000.0
,250.0,20-30 ans,6.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,Aviation - Mabella,30000.0,7500000.0
appartement,64.0,,,2.0,1.0,0.0,0.0,0.0,1.0,1.0,Haut Agdal,28906.25,1850000.0
villa,200.0,,10.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,Riyad,25000.0,5000000.0
appartement,151.0,Moins d'un an,5.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,Riyad,21192.052980132452,3200000.0
appartement,81.0,Moins d'un an,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,Hassan - Centre Ville,22222.222222222223,1800000.0
appartement,93.0,Moins d'un an,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,Riyad,26881.720430107525,2500000.0
appartement,216.0,Moins d'un an,6.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Riyad,23148.14814814815,5000000.0
villa,1156.0,,10.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,Riyad,11764.70588235294,13600000.0
appartement,166.0,,5.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,Aviation - Mabella,16867.469879518074,2800000.0
,74.0,10-20 ans,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,Hay Nahda,7702.7027027027025,570000.0
appartement,93.0,,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,Agdal,21182.795698924732,1970000.0
appartement,100.0,10-20 ans,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,Haut Agdal,15500.0,1550000.0
appartement,94.0,10-20 ans,4.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,Diour Jamaa,17021.27659574468,1600000.0
appartement,68.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Agdal,22058.823529411766,1500000.0
villa,4100.0,,14.0,9.0,8.0,1.0,1.0,0.0,1.0,1.0,Quartier Des Ambassades,14634.146341463415,60000000.0
appartement,120.0,1-5 ans,5.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,Agdal,25833.333333333332,3100000.0
villa,2500.0,,7.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,Souissi,4800.0,12000000.0
villa,400.0,20-30 ans,8.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,Riyad,17500.0,7000000.0
maison,440.0,5-10 ans,10.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,Hay Al Fath,13750.0,6050000.0
appartement,91.0,,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,Riyad,26923.076923076922,2450000.0
appartement,73.0,Moins d'un an,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Souissi,35616.438356164384,2600000.0
villa,600.0,Moins d'un an,10.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,Souissi,20000.0,12000000.0
,130.0,10-20 ans,4.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,Riyad,22692.30769230769,2950000.0
,170.0,5-10 ans,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,Riyad,20588.235294117647,3500000.0
villa,200.0,20-30 ans,4.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,Riyad,21500.0,4300000.0
appartement,82.0,20-30 ans,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,Hay Ach-chbanat,13658.536585365853,1120000.0
villa,1960.0,10-20 ans,7.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,Souissi,5102.040816326531,10000000.0
appartement,70.0,1-5 ans,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Hay Al Fath,128571.42857142857,9000000.0
appartement,76.0,Moins d'un an,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,Diour Jamaa,14473.684210526315,1100000.0
appartement,100.0,Moins d'un an,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Agdal,101010.0,10101000.0
,94.0,10-20 ans,3.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,Aviation - Mabella,16170.212765957447,1520000.0
appartement,100.0,5-10 ans,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Agdal,15000.0,1500000.0
appartement,144.0,5-10 ans,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,Souissi,29166.666666666668,4200000.0
villa,1600.0,,9.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,Souissi,11250.0,18000000.0
maison,140.0,20-30 ans,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,Hay Nahda,15000.0,2100000.0
appartement,107.0,,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,Agdal,16822.429906542056,1800000.0
villa,220.0,,5.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,Hassan - Centre Ville,26818.18181818182,5900000.0
villa,600.0,1-5 ans,7.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,Hay El Menzah,12000.0,7200000.0
appartement,73.0,,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,Souissi,34931.50684931507,2550000.0
appartement,157.0,,6.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,Riyad,19108.28025477707,3000000.0
appartement,137.0,20-30 ans,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,Agdal,18978.10218978102,2600000.0
villa,297.0,10-20 ans,6.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,Riyad,18855.218855218856,5600000.0
villa,800.0,5-10 ans,7.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,Souissi,9375.0,7500000.0
villa,840.0,,9.0,6.0,3.0,1.0,0.0,1.0,0.0,1.0,Riyad,11309.52380952381,9500000.0
villa,1900.0,,9.0,4.0,3.0,1.0,1.0,1.0,0.0,1.0,Souissi,6842.105263157895,13000000.0
villa,840.0,,9.0,6.0,3.0,1.0,0.0,1.0,0.0,1.0,Riyad,11309.52380952381,9500000.0
appartement,114.0,,4.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,Riyad,28070.175438596492,3200000.0
appartement,92.0,,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,Agdal,19565.217391304348,1800000.0
appartement,268.0,10-20 ans,5.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,Al Saha Al Kabira,65.29850746268657,17500.0
appartement,230.0,10-20 ans,6.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,Riyad,21956.521739130436,5050000.0
appartement,176.0,5-10 ans,5.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,Souissi,26136.363636363636,4600000.0
appartement,45.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Hassan - Centre Ville,211111.11111111112,9500000.0
appartement,145.0,,5.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,Agdal,18620.689655172413,2700000.0
appartement,170.0,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,Riyad,21176.470588235294,3600000.0
appartement,180.0,10-20 ans,2.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,Riyad,22777.777777777777,4100000.0
appartement,76.0,1-5 ans,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,Riyad,34210.52631578947,2600000.0
,112.0,30-50 ans,4.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,Riyad,20089.285714285714,2250000.0
,88.0,,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,Diour Jamaa,17954.545454545456,1580000.0
villa,580.0,,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Riyad,12413.793103448275,7200000.0
studio,76.0,Moins d'un an,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,Souissi,171.05263157894737,13000.0
appartement,92.0,,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,Agdal,21195.652173913044,1950000.0
appartement,74.0,10-20 ans,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,Hassan - Centre Ville,19864.864864864863,1470000.0
villa,447.0,30-50 ans,7.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,Riyad,14765.100671140939,6600000.0
villa,800.0,20-30 ans,8.0,6.0,4.0,1.0,0.0,1.0,1.0,1.0,Riyad,11250.0,9000000.0
villa,420.0,10-20 ans,6.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,El Youssoufia,9047.619047619048,3800000.0
villa,422.0,70-100 ans,4.0,7.0,2.0,1.0,0.0,0.0,1.0,1.0,Aviation - Mabella,13000.0,5486000.0
,112.0,Moins d'un an,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,Souissi,160.71428571428572,18000.0
appartement,185.0,1-5 ans,5.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,Souissi,35135.13513513513,6500000.0
"Appartements, à vendre",115.0,,,,,,,,,,Aakkari,12195.652173913044,1402500.0
"Appartements, à vendre",200.0,,,,,,,,,,Aakkari,1900.0,380000.0
"Maisons et Villas, à vendre",61.0,,,,,,,,,,Aakkari,24590.16393442623,1500000.0
"Maisons et Villas, à vendre",70.0,,3.0,2.0,,,,,,,Aakkari,10000.0,700000.0
"Appartements, à vendre",103.0,,,,,,,,,,Abbadi,9611.650485436894,990000.0
"Appartements, à vendre",124.0,,4.0,2.0,,,,,,,Abbadi,9193.548387096775,1140000.0
"Appartements, à vendre",92.0,,,,,,,,,,Abbadi,8152.173913043478,750000.0
"Appartements, à vendre",96.0,,4.0,3.0,,,,,,,Abbadi,10000.0,960000.0
"Villas et Riads, à vendre",400.0,,5.0,4.0,2.0,,,,,,Abbadi,8625.0,3450000.0
"Appartements, à vendre",177.0,,,,,,,,,,Abdelmoumen,10677.966101694916,1890000.0
"Appartements, à vendre",111.0,,3.0,2.0,,,,,,,Abdelmoumen,14414.414414414414,1600000.0
"Appartements, à vendre",120.0,,,,,,,,,,Abdelmoumen,12500.0,1500000.0
"Appartements, à vendre",120.0,,4.0,3.0,,,,,,,Abdelmoumen,116666.66666666667,14000000.0
"Appartements, à vendre",121.0,,,,,,,,,,Abdelmoumen,11404.95867768595,1380000.0
"Appartements, à vendre",121.0,,4.0,3.0,,,,,,,Abdelmoumen,13636.363636363636,1650000.0
"Appartements, à vendre",122.0,,,,,,,,,,Abdelmoumen,10655.737704918032,1300000.0
"Appartements, à vendre",142.0,,4.0,3.0,2.0,,,,,,Abdelmoumen,15492.957746478873,2200000.0
"Appartements, à vendre",146.0,,6.0,3.0,,,,,,,Abdelmoumen,13150.684931506848,1920000.0
"Appartements, à vendre",244.0,,5.0,4.0,,,,,,,Abdelmoumen,10450.819672131147,2550000.0
"Appartements, à vendre",67.0,,,,,,,,,,Abdelmoumen,10000.0,670000.0
"Appartements, à vendre",70.0,,,,,,,,,,Abdelmoumen,21428.571428571428,1500000.0
"Appartements, à vendre",84.0,,3.0,2.0,,,,,,,Abdelmoumen,13095.238095238095,1100000.0
"Appartements, à vendre",84.0,,3.0,2.0,,,,,,,Abdelmoumen,19047.619047619046,1600000.0
"Appartements, à vendre",99.0,,4.0,3.0,,,,,,,Abdelmoumen,15656.545454545454,1549998.0
"Appartements, à vendre",104.0,,4.0,3.0,2.0,,,,,,Abdelmoumen,12019.23076923077,1250000.0
"Appartements, à vendre",87.0,,,,,,,,,,Abdelmoumen,10574.71264367816,920000.0
"Appartements, à vendre",170.0,,4.0,3.0,,,,,,,Abdelmoumen,11470.588235294117,1950000.0
"Appartements, à vendre",177.0,,,,,,,,,,Abdelmoumen,11864.406779661016,2100000.0
"Appartements, à vendre",137.0,,,,,,,,,,Abdelmoumen,12043.795620437957,1650000.0
"Appartements, à vendre",135.0,,4.0,3.0,1.0,,,,,,Abdelmoumen,11111.111111111111,1500000.0
"Appartements, à vendre",123.0,,4.0,3.0,,,,,,,Abdelmoumen,13821.138211382115,1700000.0
"Appartements, à vendre",138.0,,5.0,3.0,,,,,,,Abdelmoumen,11956.521739130434,1650000.0
"Appartements, à vendre",100.0,,3.0,2.0,,,,,,,Abdelmoumen,17000.0,1700000.0
"Appartements, à vendre",115.0,,3.0,2.0,,,,,,,Abdelmoumen,12173.91304347826,1400000.0
"Appartements, à vendre",128.0,,,,,,,,,,Abdelmoumen,14453.125,1850000.0
"Appartements, à vendre",86.0,,3.0,2.0,,,,,,,Abdelmoumen,17674.418604651164,1520000.0
"Appartements, à vendre",154.0,,4.0,3.0,,,,,,,Abdelmoumen,14285.714285714286,2200000.0
"Appartements, à vendre",157.0,,4.0,3.0,,,,,,,Abdelmoumen,15286.624203821657,2400000.0
"Appartements, à vendre",39.0,,,,,,,,,,Abdelmoumen,24358.97435897436,950000.0
"Appartements, à vendre",35.0,,,,,,,,,,Abdelmoumen,24285.714285714286,850000.0
"Appartements, à vendre",118.0,,4.0,3.0,,,,,,,Abdelmoumen,14406.77966101695,1700000.0
"Appartements, à vendre",50.0,,,,,,,,,,Abouab Sala,6000.0,300000.0
"Appartements, à vendre",50.0,,,,,,,,,,Abouab Sala,5400.0,270000.0
"Appartements, à vendre",50.0,,,,,,,,,,Abouab Sala,6000.0,300000.0
"Appartements, à vendre",50.0,,,,,,,,,,Abouab Sala,7000.0,350000.0
"Appartements, à vendre",50.0,,,,,,,,,,Abouab Sala,7000.0,350000.0
"Appartements, à vendre",51.0,,,,,,,,,,Abouab Sala,5882.35294117647,300000.0
"Appartements, à vendre",52.0,,,,,,,,,,Abouab Sala,5576.923076923077,290000.0
"Appartements, à vendre",52.0,,3.0,2.0,,,,,,,Abouab Sala,5576.923076923077,290000.0
"Appartements, à vendre",60.0,,,,,,,,,,Abouab Sala,5500.0,330000.0
"Appartements, à vendre",60.0,,,,,,,,,,Abouab Sala,6666.666666666667,400000.0
"Appartements, à vendre",75.0,,,,,,,,,,Abouab Sala,6866.666666666667,515000.0
"Maisons et Villas, à vendre",49.0,,,,,,,,,,Abouab Sala,7346.938775510204,360000.0
"Appartements, à vendre",120.0,,3.0,2.0,1.0,,,,,,Agdal,16250.0,1950000.0
"Appartements, à vendre",172.0,,,,,,,,,,Agdal,26162.79069767442,4500000.0
"Appartements, à vendre",310.0,,,,,,,,,,Agdal,14516.129032258064,4500000.0
"Appartements, à vendre",140.0,,4.0,3.0,,,,,,,Agdal,17714.285714285714,2480000.0
"Appartements, à vendre",131.0,,,,,,,,,,Agdal,18244.274809160306,2390000.0
"Appartements, à vendre",70.0,,2.0,1.0,,,,,,,Agdal,16000.0,1120000.0
"Appartements, à vendre",75.0,,,,,,,,,,Agdal,17333.333333333332,1300000.0
"Appartements, à vendre",86.0,,2.0,1.0,,,,,,,Agdal,17441.86046511628,1500000.0
"Appartements, à vendre",82.0,,3.0,2.0,,,,,,,Agdal,19512.19512195122,1600000.0
"Appartements, à vendre",68.0,,,,,,,,,,Agdal,22058.823529411766,1500000.0
"Appartements, à vendre",100.0,,,,,,,,,,Agdal,18000.0,1800000.0
"Appartements, à vendre",105.0,,,,,,,,,,Agdal,17142.85714285714,1800000.0
"Appartements, à vendre",110.0,,,,,,,,,,Agdal,16000.0,1760000.0
"Appartements, à vendre",110.0,,,,,,,,,,Agdal,20000.0,2200000.0
"Appartements, à vendre",114.0,,,,,,,,,,Agdal,23245.614035087718,2650000.0
"Appartements, à vendre",116.0,,3.0,2.0,,,,,,,Agdal,20689.655172413793,2400000.0
"Appartements, à vendre",118.0,,4.0,3.0,,,,,,,Agdal,18644.06779661017,2200000.0
"Appartements, à vendre",118.0,,4.0,3.0,,,,,,,Agdal,16949.15254237288,2000000.0
"Appartements, à vendre",120.0,,4.0,3.0,,,,,,,Agdal,18333.325,2199999.0
"Appartements, à vendre",120.0,,4.0,3.0,,,,,,,Agdal,20000.0,2400000.0
"Appartements, à vendre",120.0,,5.0,3.0,,,,,,,Agdal,18500.0,2220000.0
"Appartements, à vendre",120.0,,4.0,3.0,,,,,,,Agdal,14833.333333333334,1780000.0
"Appartements, à vendre",122.0,,3.0,2.0,,,,,,,Agdal,20081.967213114753,2450000.0
